element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mo,1,"=""254.8224""","=""""","=""254.82240+""","=""330""","=""1.60e+07""",B,"=""10768.332""","=""49999.575""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d4.5s.(4D).5p""","=""v 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""256.7049""","=""""","=""256.70492+""","=""250""","=""5.9e+07""",B,"=""10768.332""","=""49711.894""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d4.5s.(4P).5p""","=""w 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""261.1201""","=""""","=""261.12016+""","=""190""","=""3.7e+07""",B,"=""12346.280""","=""50631.392""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4G).5p""","=""w 3G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""261.3084""","=""""","=""261.30842+""","=""290""","=""8.5e+07""",B,"=""11454.362""","=""49711.894""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4P).5p""","=""w 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""261.6786""","=""""","=""261.67862+""","=""400""","=""7.3e+07""",B,"=""11142.784""","=""49346.196""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""262.1063""","=""""","=""262.10631+""","=""140""","=""1.16e+07""",B,"=""11858.498""","=""49999.575""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""v 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""262.8962""","=""""","=""262.89622+""","=""80""","=""2.8e+07""",B,"=""11142.784""","=""49169.268""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""27*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""262.9849""","=""""","=""262.98490+""","=""440""","=""7.7e+07""",B,"=""11454.362""","=""49468.023""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""263.1502""","=""""","=""263.15020+""","=""65""","=""2.54e+07""",B,"=""10965.947""","=""48955.732""","=""4d4.5s2""","=""a 5D""","=""0""","=""""","=""26*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""263.8305""","=""""","=""263.83048+""","=""250""","=""7.6e+07""",B,"=""11454.362""","=""49346.196""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""264.0984""","=""""","=""264.09840+""","=""410""","=""1.20e+08""",B,"=""11858.498""","=""49711.894""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4P).5p""","=""w 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""264.4362""","=""""","=""264.43620+""","=""154""","=""1.96e+07""",B,"=""11454.362""","=""49259.406""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""28*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""264.9458""","=""""","=""264.94583+""","=""640""","=""9.8e+07""",B,"=""11858.498""","=""49590.828""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""265.5020""","=""""","=""265.50199+""","=""560h""","=""4.1e+07""",B,"=""12346.280""","=""49999.575""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""v 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""265.8110""","=""""","=""265.81100+""","=""290""","=""6.4e+07""",B,"=""11858.498""","=""49468.023""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""266.5093""","=""""","=""266.50937+""","=""110""","=""1.32e+07""",B,"=""11858.498""","=""49369.475""","=""4d4.5s2""","=""a 5D""","=""3""","=""""","=""29*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""267.9854""","=""""","=""267.98544+""","=""1000""","=""1.31e+08""",B+,"=""12346.280""","=""49650.658""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""268.4160""","=""""","=""268.41595+""","=""389""","=""4.2e+07""",B,"=""12346.280""","=""49590.828""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""270.1026""","=""""","=""270.10271+""","=""140""","=""6.9e+06""",B,"=""11858.498""","=""48870.471""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""270.6114""","=""""","=""270.61144+""","=""95""","=""2.03e+07""",B,"=""11142.784""","=""48085.181""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""271.0738""","=""""","=""271.07389+""","=""65""","=""1.57e+07""",B,"=""11142.784""","=""48022.162""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""272.5146""","=""""","=""272.51468+""","=""180""","=""2.8e+07""",B,"=""11142.784""","=""47827.191""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""272.8705""","=""""","=""272.87046+""","=""80""","=""1.26e+07""",B,"=""11142.784""","=""47779.362""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""273.3387""","=""""","=""273.33871+""","=""250""","=""2.95e+07""",B,"=""11454.362""","=""48028.183""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""274.3065""","=""""","=""274.30655+""","=""240""","=""4.3e+06""",C+,"=""11142.784""","=""47587.567""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""19*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""274.3712""","=""""","=""274.37120+""","=""95""","=""2.47e+07""",B,"=""10965.947""","=""47402.144""","=""4d4.5s2""","=""a 5D""","=""0""","=""""","=""17*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""274.5384""","=""""","=""274.53846+""","=""40""","=""1.29e+07""",B,"=""16783.856""","=""53197.855""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""""","=""70*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""275.1467""","=""""","=""275.14667+""","=""320""","=""2.54e+07""",B,"=""11858.498""","=""48192.009""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""275.6256""","=""""","=""275.62563+""","=""61""","=""1.18e+07""",B,"=""10768.332""","=""47038.709""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""""","=""10*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""276.1531""","=""""","=""276.15311+""","=""190""","=""2.06e+07""",B,"=""12346.280""","=""48547.380""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""276.3023""","=""""","=""276.30235+""","=""65""","=""4.4e+07""",B,"=""11142.784""","=""47324.332""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""276.6249""","=""""","=""276.62500+""","=""110""","=""1.17e+07""",B,"=""11142.784""","=""47282.133""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""15*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""278.7830""","=""""","=""278.78304+""","=""180""","=""2.86e+07""",B,"=""12346.280""","=""48205.891""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""279.2962""","=""""","=""279.29625+""","=""80""","=""1.53e+07""",B,"=""11454.362""","=""47248.084""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""14*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""279.7931""","=""""","=""279.79312+""","=""115""","=""1.00e+07""",B,"=""11454.362""","=""47184.522""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(2D).5p""","=""w 3D*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""280.1468""","=""""","=""280.14679+""","=""220""","=""1.24e+07""",B,"=""10768.332""","=""46453.388""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(4F).5p""","=""v 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""282.5676""","=""""","=""282.56762+""","=""50""","=""2.5e+07""",B,"=""18356.491""","=""53735.839""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""81*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""282.6746""","=""""","=""282.67461+""","=""50""","=""4.2e+07""",B,"=""18229.152""","=""53595.110""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""78*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""286.4655""","=""""","=""286.46559+""","=""140""","=""9.9e+06""",B,"=""11858.498""","=""46756.458""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d5.(4F).5p""","=""v 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""287.6540""","=""""","=""287.65403+""","=""50""","=""2.8e+07""",C+,"=""21153.884""","=""55907.670""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""""","=""102*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""288.6602""","=""""","=""288.66023+""","=""85""","=""4.7e+07""",B,"=""21343.204""","=""55975.853""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""""","=""103*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""290.5266""","=""""","=""290.52658+""","=""160""","=""1.06e+07""",B,"=""12346.280""","=""46756.458""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d5.(4F).5p""","=""v 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""290.6056""","=""""","=""290.60566+""","=""65""","=""8.0e+07""",B,"=""20130.313""","=""54531.128""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""90*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""291.3516""","=""""","=""291.35163+""","=""70""","=""1.38e+07""",B,"=""10768.332""","=""45081.071""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""""","=""3.7*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""291.5376""","=""""","=""291.53766+""","=""55""","=""7.3e+07""",B,"=""20280.968""","=""54571.814""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""91*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""291.8840""","=""""","=""291.88399+""","=""38""","=""3.8e+07""",C+,"=""20280.968""","=""54531.128""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""90*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""293.0394""","=""""","=""293.03939+""","=""140""","=""1.91e+07""",B,"=""10965.947""","=""45081.071""","=""4d4.5s2""","=""a 5D""","=""0""","=""""","=""3.7*""","=""1""",1,3,,"=""T5293""","=""L10250""",
Mo,1,"=""293.6503""","=""""","=""293.65029+""","=""80""","=""2.33e+07""",B,"=""21343.204""","=""55387.359""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""""","=""100*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""294.4213""","=""""","=""294.42127+""","=""140""","=""5.7e+05""",B,"=""0.000""","=""33955.010""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""294.5425""","=""""","=""294.54257+""","=""80""","=""3.7e+07""",B,"=""20947.940""","=""54888.968""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""""","=""95*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""294.5664""","=""""","=""294.56635+""","=""140""","=""4.1e+07""",B,"=""11142.784""","=""45081.071""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""3.7*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""294.6006""","=""""","=""294.60064+""","=""190""","=""1.68e+07""",B,"=""11454.362""","=""45388.700""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""4*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""295.1445""","=""""","=""295.14454+""","=""38""","=""1.43e+07""",B,"=""21153.884""","=""55025.689""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""""","=""96*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""295.9476""","=""""","=""295.94765+""","=""80""","=""1.75e+07""",B,"=""20157.802""","=""53937.694""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""84*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""297.2958""","=""""","=""297.29586+""","=""80""","=""2.69e+07""",B,"=""11454.362""","=""45081.071""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""3.7*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""297.7268""","=""""","=""297.72682+""","=""50""","=""3.3e+07""",B,"=""20157.802""","=""53735.839""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""81*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""297.8280""","=""""","=""297.82805+""","=""180""","=""1.50e+07""",B,"=""11858.498""","=""45425.123""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""298.1516""","=""""","=""298.15158+""","=""120""","=""1.11e+07""",B,"=""11858.498""","=""45388.700""","=""4d4.5s2""","=""a 5D""","=""3""","=""""","=""4*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""298.3045""","=""""","=""298.30453+""","=""50""","=""2.8e+07""",B,"=""19969.847""","=""53482.858""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""""","=""76*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""298.7918""","=""""","=""298.79179+""","=""110""","=""8.4e+07""",B,"=""20130.313""","=""53588.674""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""77*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""298.8229""","=""""","=""298.82296+""","=""80""","=""4.3e+07""",B,"=""20280.968""","=""53735.839""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""81*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""298.8676""","=""""","=""298.86762+""","=""160""","=""1.61e+07""",B,"=""20350.507""","=""53800.380""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""""","=""82*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""298.9799""","=""""","=""298.97993+""","=""190""","=""9.3e+07""",B,"=""20157.802""","=""53595.110""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""78*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""300.0235""","=""""","=""300.02360+""","=""50""","=""1.40e+07""",B,"=""20157.802""","=""53478.799""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""75*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""300.0442""","=""""","=""300.04418+""","=""37""","=""1.25e+07""",B,"=""18356.491""","=""51675.202""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""44*""","=""2""",5,5,,"=""T5293""","=""L10250""",
Mo,1,"=""300.0853""","=""""","=""300.08534+""","=""72""","=""2.58e+07""",B,"=""20280.968""","=""53595.110""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""78*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""300.1432""","=""""","=""300.14332+""","=""46""","=""2.3e+07""",C+,"=""20280.968""","=""53588.674""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""77*""","=""2""",5,5,,"=""T5293""","=""L10250""",
Mo,1,"=""300.2215""","=""""","=""300.22154+""","=""190""","=""6.5e+05""",B+,"=""0.000""","=""33299.029""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""300.7713""","=""""","=""300.77129+""","=""38""","=""1.90e+07""",C+,"=""20350.507""","=""53588.674""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""""","=""77*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""301.3389""","=""""","=""301.33895+""","=""130""","=""6.1e+07""",B,"=""18229.152""","=""51404.708""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""42*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""301.6779""","=""""","=""301.67795+""","=""80""","=""2.75e+07""",B,"=""21153.884""","=""54292.162""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""""","=""87*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""302.5001""","=""""","=""302.50010+""","=""250""","=""8.5e+07""",B,"=""18356.491""","=""51404.708""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""42*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""303.6311""","=""""","=""303.63105+""","=""100""","=""5.8e+07""",B,"=""18479.582""","=""51404.708""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""""","=""42*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""304.1699""","=""""","=""304.16988+""","=""300""","=""5.9e+07""",B+,"=""16783.856""","=""49650.658""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""304.6802""","=""""","=""304.68024+""","=""150""","=""1.63e+07""",B,"=""16783.856""","=""49595.606""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""""","=""30*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""304.7308""","=""""","=""304.73080+""","=""210""","=""5.0e+07""",B,"=""16784.522""","=""49590.828""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""305.5318""","=""""","=""305.53180+""","=""210""","=""4.3e+07""",B,"=""16747.720""","=""49468.023""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""305.7556""","=""""","=""305.75564+""","=""90""","=""2.64e+07""",B,"=""18229.152""","=""50925.502""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""38*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""306.1588""","=""""","=""306.15884+""","=""160""","=""4.4e+07""",B,"=""16692.905""","=""49346.196""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""306.4274""","=""""","=""306.42740+""","=""800""","=""8.5e+07""",B+,"=""16783.856""","=""49408.530""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""306.5041""","=""""","=""306.50409+""","=""376""","=""3.08e+07""",B+,"=""16783.856""","=""49400.368""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""6""",13,13,,"=""T5293""","=""L10250""",
Mo,1,"=""306.9511""","=""""","=""306.95113+""","=""52""","=""1.52e+07""",B,"=""18356.491""","=""50925.502""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""38*""","=""2""",5,5,,"=""T5293""","=""L10250""",
Mo,1,"=""306.9963""","=""""","=""306.99636+""","=""56""","=""2.7e+07""",C+,"=""24465.771""","=""57029.984""","=""4d4.5s2""","=""a 3H""","=""5""","=""""","=""107*""","=""5""",11,11,,"=""T5293""","=""L10250""",
Mo,1,"=""307.0893""","=""""","=""307.08933+""","=""250""","=""1.87e+07""",B+,"=""16747.720""","=""49302.075""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""307.4369""","=""""","=""307.43689+""","=""800""","=""1.42e+08""",B+,"=""16784.522""","=""49302.075""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""307.9879""","=""""","=""307.98793+""","=""150""","=""9.6e+07""",B,"=""23516.476""","=""55975.853""","=""4d4.5s2""","=""a 3F""","=""4""","=""""","=""103*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""308.0404""","=""""","=""308.04039+""","=""210""","=""3.6e+07""",B,"=""16692.905""","=""49146.754""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""308.1157""","=""""","=""308.11567+""","=""40""","=""2.35e+07""",B,"=""18479.582""","=""50925.502""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""""","=""38*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""308.5616""","=""""","=""308.56157+""","=""800""","=""1.63e+08""",B,"=""16747.720""","=""49146.754""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""308.9125""","=""""","=""308.91248+""","=""100""","=""1.53e+07""",B,"=""16784.522""","=""49146.754""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""308.9706""","=""""","=""308.97058+""","=""100""","=""2.34e+07""",B,"=""16641.081""","=""48997.228""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""309.4662""","=""""","=""309.46626+""","=""560""","=""1.63e+08""",B,"=""16692.905""","=""48997.228""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""309.9923""","=""""","=""309.99229+""","=""110""","=""1.45e+07""",B,"=""16747.720""","=""48997.228""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""310.0876""","=""""","=""310.08765+""","=""110""","=""1.20e+08""",B,"=""23668.079""","=""55907.670""","=""4d4.5s2""","=""a 3F""","=""3""","=""""","=""102*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""310.1344""","=""""","=""310.13439+""","=""560""","=""1.92e+08""",B,"=""16641.081""","=""48875.813""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""310.6338""","=""""","=""310.63382+""","=""55""","=""2.21e+07""",B,"=""16692.905""","=""48875.813""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""311.2119""","=""""","=""311.21192+""","=""1400*""","=""6.36e+06""",A,"=""0.000""","=""32123.128""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""311.7542""","=""""","=""311.75425+""","=""55""","=""1.89e+07""",B,"=""24823.482""","=""56890.730""","=""4d4.5s2""","=""a 3H""","=""6""","=""""","=""105*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""312.3035""","=""""","=""312.30351+""","=""37""","=""2.8e+07""",B,"=""20930.425""","=""52941.278""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""""","=""65*""","=""1""",3,3,,"=""T5293""","=""L10250""",
Mo,1,"=""312.5029""","=""""","=""312.50294+""","=""26""","=""1.98e+07""",B,"=""20950.853""","=""52941.278""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""""","=""65*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""313.2594""","=""""","=""313.25946+""","=""14000""","=""1.79e+08""",B+,"=""0.000""","=""31913.171""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""313.5897""","=""""","=""313.58976+""","=""55""","=""3.7e+07""",B,"=""24096.294""","=""55975.853""","=""4d4.5s2""","=""a 3H""","=""4""","=""""","=""103*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
