element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
N,2,"=""""","=""489.754""","=""""","=""5.61e+02""",D,"=""166678.64""","=""187091.37""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""1D*""","=""2""",7,5,,"=""T7333""","=""""",
N,3,"=""""","=""489.910""","=""""","=""4.29e+07""",B,"=""317747.7""","=""338153.9""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""490.478""","=""""","=""3.85e+07""",B,"=""317779.5""","=""338162.1""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.5p""","=""2P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,1,"=""491.494""","=""491.4940""","=""160""","=""8.08e+05""",B,"=""86137.350""","=""106477.800""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",2,2,,"=""T5475n""","=""L3513""",
N,1,"=""493.512""","=""493.5117""","=""210""","=""1.76e+06""",B,"=""86220.510""","=""106477.800""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",4,2,,"=""T5475n""","=""L3513""",
N,2,"=""498.737""","=""498.7376""","=""285""","=""6.98e+07""",B+,"=""168892.21""","=""188937.24""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3P*""","=""0""",3,1,,"=""T7333""","=""L3513""",
N,2,"=""""","=""499.1243""","=""""","=""3.54e+07""",C+,"=""205597.97""","=""225627.47""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""",3,5,,"=""T5520LS""","=""""",
N,2,"=""499.436""","=""499.4360""","=""450""","=""2.62e+07""",C+,"=""205654.22""","=""225671.22""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""",5,7,,"=""T5520LS""","=""L3513""",
N,2,"=""""","=""499.4370""","=""""","=""7.11e+07""",B+,"=""168892.21""","=""188909.17""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3P*""","=""1""",3,3,,"=""T7333""","=""""",
N,2,"=""""","=""499.7224""","=""""","=""1.96e+07""",C+,"=""205597.97""","=""225603.50""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""",3,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""500.1134""","=""""","=""9.65e+07""",A,"=""166521.69""","=""186511.58""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.3d""","=""3F*""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""500.148""","=""500.1474""","=""650""","=""1.04e+08""",A,"=""166582.45""","=""186570.98""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3F*""","=""3""",5,7,,"=""T7333""","=""L3513""",
N,2,"=""500.270""","=""500.2703""","=""360""","=""8.33e+06""",B,"=""148908.59""","=""168892.21""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""3S""","=""1""",1,3,,"=""T7333""","=""L3513""",
N,2,"=""500.515""","=""500.5150""","=""870""","=""1.14e+08""",A,"=""166678.64""","=""186652.49""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3F*""","=""4""",7,9,,"=""T7333""","=""L3513""",
N,2,"=""""","=""500.5300""","=""""","=""6.51e+06""",C+,"=""205654.22""","=""225627.47""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""",5,5,,"=""T5520LS""","=""""",
N,2,"=""500.732""","=""500.7328""","=""550""","=""7.43e+07""",B+,"=""168892.21""","=""188857.37""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3P*""","=""2""",3,5,,"=""T7333""","=""L3513""",
N,2,"=""501.062""","=""501.0621""","=""450""","=""2.10e+07""",B,"=""148940.17""","=""168892.21""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3S""","=""1""",3,3,,"=""T7333""","=""L3513""",
N,2,"=""""","=""501.1314""","=""""","=""5.84e+07""",C+,"=""205654.22""","=""225603.50""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""",5,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""501.2036""","=""""","=""5.19e+07""",C+,"=""205724.81""","=""225671.22""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""",7,7,,"=""T5520LS""","=""""",
N,2,"=""501.639""","=""501.6381""","=""360""","=""1.59e+07""",A,"=""166582.45""","=""186511.58""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3F*""","=""2""",5,5,,"=""T7333""","=""L3513""",
N,2,"=""""","=""502.2074""","=""""","=""1.09e+06""",C+,"=""203162.48""","=""223069.02""","=""2s2.2p.4p""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",1,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""502.3053""","=""""","=""3.61e+07""",C+,"=""205724.81""","=""225627.47""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""",7,5,,"=""T5520LS""","=""""",
N,2,"=""502.566""","=""502.5659""","=""360""","=""1.04e+07""",A,"=""166678.64""","=""186570.98""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3F*""","=""3""",7,7,,"=""T7333""","=""L3513""",
N,2,"=""""","=""502.8781""","=""""","=""3.27e+06""",C+,"=""203189.03""","=""223069.02""","=""2s2.2p.4p""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",3,3,,"=""T5520LS""","=""""",
N,3,"=""""","=""503.096""","=""""","=""1.91e+06""",C+,"=""368514.4""","=""388385.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""503.831""","=""""","=""9.49e+05""",C+,"=""368514.4""","=""388356.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""504.0711""","=""""","=""3.65e+05""",A,"=""166678.64""","=""186511.58""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3F*""","=""2""",7,5,,"=""T7333""","=""""",
N,2,"=""504.510""","=""504.5099""","=""550""","=""3.37e+07""",B,"=""149076.52""","=""168892.21""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3S""","=""1""",5,3,,"=""T7333""","=""L3513""",
N,2,"=""""","=""504.6538""","=""""","=""5.39e+06""",C+,"=""203258.98""","=""223069.02""","=""2s2.2p.4p""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",5,3,,"=""T5520LS""","=""""",
N,3,"=""""","=""504.719""","=""""","=""3.78e+05""",C+,"=""368578.3""","=""388385.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""505.459""","=""""","=""1.20e+06""",C+,"=""368578.3""","=""388356.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""506.675""","=""""","=""1.57e+06""",C+,"=""368578.3""","=""388309.3""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,2,"=""""","=""507.3592""","=""""","=""2.43e+06""",B,"=""149187.80""","=""168892.21""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3S""","=""1""",3,3,,"=""T7333""","=""""",
N,3,"=""""","=""508.492""","=""""","=""1.11e+05""",C,"=""368696.3""","=""388356.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""509.724""","=""""","=""6.60e+05""",C+,"=""368696.3""","=""388309.3""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,2,"=""""","=""510.4445""","=""""","=""1.01e+07""",C,"=""178273.38""","=""197858.69""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.4s""","=""1P*""","=""1""",1,3,,"=""T5520,T6385""","=""""",
N,3,"=""""","=""510.674""","=""""","=""2.19e+06""",C+,"=""368696.3""","=""388272.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",6,8,,"=""T7192LS""","=""""",
N,2,"=""""","=""511.4285""","=""""","=""3.88e+04""",B,"=""170572.61""","=""190120.24""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.3d""","=""1P*""","=""1""",1,3,,"=""T7333""","=""""",
N,2,"=""""","=""512.353""","=""""","=""5.69e+03""",B,"=""170607.89""","=""190120.24""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""1P*""","=""1""",3,3,,"=""T7333""","=""""",
N,2,"=""""","=""513.890""","=""""","=""3.34e+03""",C,"=""170666.23""","=""190120.24""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""1P*""","=""1""",5,3,,"=""T7333""","=""""",
N,3,"=""""","=""515.999""","=""""","=""4.32e+04""",B,"=""342691.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""515.999""","=""""","=""7.20e+03""",C,"=""342691.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""516.8050""","=""""","=""3.06e+07""",C+,"=""225603.50""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",3,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.0156""","=""""","=""6.54e+07""",C+,"=""225603.50""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",3,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.1266""","=""""","=""8.71e+07""",C+,"=""225603.50""","=""244935.74""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""0""",3,1,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.1469""","=""""","=""5.81e+07""",C+,"=""225627.47""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",5,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.2344""","=""""","=""6.01e+07""",C+,"=""223658.55""","=""242986.76""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5F""","=""2""",3,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.2973""","=""""","=""5.01e+07""",C+,"=""223643.30""","=""242969.16""","=""2s.2p2.(4P).3p""","=""5D*""","=""0""","=""2s.2p2.(4P).3d""","=""5F""","=""1""",1,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.3385""","=""""","=""7.36e+07""",C+,"=""223688.45""","=""243012.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5F""","=""3""",5,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.4462""","=""""","=""5.07e+07""",C+,"=""225627.47""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",5,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.5890""","=""""","=""8.93e+07""",C+,"=""223731.59""","=""243046.56""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5F""","=""4""",7,9,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.6573""","=""""","=""2.17e+07""",C+,"=""225627.47""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",5,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.7058""","=""""","=""5.00e+07""",C+,"=""223658.55""","=""242969.16""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5F""","=""1""",3,3,,"=""T5520LS""","=""""",
N,3,"=""""","=""517.897""","=""""","=""3.56e+04""",C+,"=""342762.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s2.7d""","=""2D""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""517.9344""","=""""","=""8.67e+07""",C+,"=""225671.22""","=""244973.31""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""4""",7,9,,"=""T5520LS""","=""""",
N,2,"=""""","=""517.9521""","=""""","=""1.07e+08""",C+,"=""223785.51""","=""243086.94""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5F""","=""5""",9,11,,"=""T5520LS""","=""""",
N,2,"=""""","=""518.0358""","=""""","=""4.28e+07""",C+,"=""223688.45""","=""242986.76""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5F""","=""2""",5,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""518.3200""","=""""","=""2.88e+07""",C+,"=""225671.22""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",7,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""518.4961""","=""""","=""3.20e+07""",C+,"=""223731.59""","=""243012.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5F""","=""3""",7,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""518.5087""","=""""","=""7.11e+06""",C+,"=""223688.45""","=""242969.16""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5F""","=""1""",5,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""518.6206""","=""""","=""5.76e+06""",C+,"=""225671.22""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",7,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""519.0380""","=""""","=""1.77e+07""",C+,"=""223785.51""","=""243046.56""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5F""","=""4""",9,9,,"=""T5520LS""","=""""",
N,2,"=""""","=""519.1965""","=""""","=""4.25e+06""",C+,"=""223731.59""","=""242986.76""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5F""","=""2""",7,5,,"=""T5520LS""","=""""",
N,1,"=""""","=""519.7902""","=""""","=""1.60e-05""",B,"=""0.000""","=""19233.177""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",4,4,M1,"=""T7370""","=""""",
N,1,"=""""","=""519.7902""","=""""","=""4.34e-06""",B,"=""0.000""","=""19233.177""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",4,4,E2,"=""T7370""","=""""",
N,2,"=""""","=""519.9501""","=""""","=""1.51e+06""",C+,"=""223785.51""","=""243012.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5F""","=""3""",9,7,,"=""T5520LS""","=""""",
N,1,"=""""","=""519.9837""","=""""","=""1.87e+06""",D+,"=""93581.550""","=""112807.567""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",2,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""520.0257""","=""""","=""9.71e-07""",B,"=""0.000""","=""19224.464""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""5/2""",4,6,M1,"=""T7370""","=""""",
N,1,"=""""","=""520.0257""","=""""","=""6.59e-06""",B,"=""0.000""","=""19224.464""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""5/2""",4,6,E2,"=""T7370""","=""""",
N,1,"=""""","=""520.1606""","=""""","=""1.87e+06""",D+,"=""93581.550""","=""112801.031""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""523.818""","=""""","=""3.16e+03""",B,"=""155126.73""","=""174212.03""","=""2s.2p3""","=""3S*""","=""1""","=""2s2.2p.3p""","=""1D""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""""","=""524.0857""","=""""","=""6.20e+05""",B,"=""202170.63""","=""221246.17""","=""2s2.2p.4p""","=""1P""","=""1""","=""2s2.2p.5d""","=""1P*""","=""1""",3,3,,"=""T5520""","=""""",
N,3,"=""""","=""526.086""","=""""","=""2.80e+06""",B,"=""317293.6""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""526.252""","=""""","=""3.38e+07""",B,"=""377577.9""","=""396574.9""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""526.904""","=""""","=""4.04e+07""",B,"=""377611.3""","=""396584.8""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""527.057""","=""""","=""6.95e+06""",B,"=""317293.6""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""527.179""","=""""","=""6.72e+06""",B,"=""377611.3""","=""396574.9""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""527.268""","=""""","=""1.39e+07""",B,"=""317336.2""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,1,"=""528.120""","=""528.1204""","=""185""","=""2.45e+05""",C,"=""88107.260""","=""107037.069""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",6,6,,"=""T5475""","=""L3513""",
N,3,"=""""","=""528.243""","=""""","=""2.21e+06""",B,"=""317336.2""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""529.775""","=""""","=""4.93e+06""",B,"=""317336.2""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""529.895""","=""""","=""7.38e+06""",B,"=""317395.2""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""530.6774""","=""""","=""2.20e+04""",D,"=""186511.58""","=""205350.18""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",5,5,,"=""T6385""","=""""",
N,1,"=""""","=""531.039""","=""""","=""9.40e+04""",D+,"=""96750.840""","=""115576.6""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
N,2,"=""""","=""531.3424""","=""""","=""1.41e+07""",C+,"=""225603.50""","=""244418.52""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5P""","=""1""",3,3,,"=""T5520LS""","=""""",
N,3,"=""531.435""","=""531.436""","=""90""","=""1.14e+07""",B,"=""317395.2""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",6,6,,"=""T7192LS""","=""L3513""",
N,2,"=""""","=""532.0202""","=""""","=""4.20e+07""",C+,"=""225627.47""","=""244418.52""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5P""","=""1""",5,3,,"=""T5520LS""","=""""",
N,3,"=""532.082""","=""532.087""","=""200""","=""5.68e+07""",B,"=""321066.8""","=""339855.5""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",6,8,,"=""T7192LS""","=""L3513""",
N,2,"=""""","=""532.0958""","=""""","=""2.52e+07""",C+,"=""225603.50""","=""244391.88""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5P""","=""2""",3,5,,"=""T5520LS""","=""""",
N,3,"=""532.718""","=""532.719""","=""150""","=""5.29e+07""",B,"=""320978.2""","=""339744.6""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",4,6,,"=""T7192LS""","=""L3513""",
N,2,"=""""","=""532.7756""","=""""","=""4.65e+06""",C+,"=""225627.47""","=""244391.88""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5P""","=""2""",5,5,,"=""T5520LS""","=""""",
N,1,"=""""","=""532.8617""","=""""","=""2.05e+05""",D+,"=""88107.260""","=""106868.635""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",6,8,,"=""u18,LS""","=""""",
N,1,"=""""","=""533.337""","=""""","=""9.28e+04""",D+,"=""96750.840""","=""115495.5""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
N,2,"=""""","=""533.8729""","=""""","=""1.85e+07""",C+,"=""225627.47""","=""244353.31""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5P""","=""3""",5,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""534.0207""","=""""","=""2.59e+07""",C+,"=""225671.22""","=""244391.88""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5P""","=""2""",7,5,,"=""T5520LS""","=""""",
N,1,"=""""","=""534.4049""","=""""","=""6.10e+04""",D+,"=""88107.260""","=""106814.459""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""534.649""","=""""","=""9.21e+04""",D+,"=""96750.840""","=""115449.5""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
N,2,"=""""","=""535.1232""","=""""","=""3.67e+07""",C+,"=""225671.22""","=""244353.31""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5P""","=""3""",7,7,,"=""T5520LS""","=""""",
N,3,"=""""","=""535.246""","=""""","=""3.72e+06""",B,"=""321066.8""","=""339744.6""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,1,"=""""","=""535.4388""","=""""","=""1.01e+04""",D,"=""88107.260""","=""106778.337""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""535.500""","=""""","=""7.02e+03""",B+,"=""170666.23""","=""189335.16""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""1F*""","=""3""",5,7,,"=""T7333""","=""""",
N,1,"=""""","=""535.6623""","=""""","=""1.41e+05""",D+,"=""88151.170""","=""106814.459""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",4,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""536.7010""","=""""","=""1.07e+05""",D+,"=""88151.170""","=""106778.337""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""537.2606""","=""""","=""8.34e+04""",D+,"=""88170.570""","=""106778.337""","=""2s.2p4""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""537.2665""","=""""","=""3.33e+04""",D,"=""88151.170""","=""106758.731""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""537.8273""","=""""","=""1.66e+05""",D+,"=""88170.570""","=""106758.731""","=""2s.2p4""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",2,2,,"=""u18,LS""","=""""",
N,2,"=""""","=""538.3721""","=""""","=""3.69e+05""",B+,"=""168892.21""","=""187461.56""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3D*""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""""","=""539.0688""","=""""","=""2.04e+05""",B+,"=""168892.21""","=""187437.56""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3D*""","=""1""",3,3,,"=""T7333""","=""""",
N,2,"=""""","=""545.2070""","=""""","=""9.82e+06""",B+,"=""170572.61""","=""188909.17""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.3d""","=""3P*""","=""1""",1,3,,"=""T7333""","=""""",
N,2,"=""""","=""545.4215""","=""""","=""3.70e+07""",B+,"=""170607.89""","=""188937.24""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""0""",3,1,,"=""T7333""","=""""",
