element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Fe,1,"=""409.81755""","=""0.00005""","=""409.817542""","=""0.000024""","=""3800""","=""7.49e+06""",B,"=""26140.179""","=""50534.397""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,3,"=""410.0479""","=""0.0012""","=""410.0475""","=""0.0007""","=""740""","=""6.21e+07""",B,"=""198333.92""","=""222714.46""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5G""","=""6""",13,13,,"=""u44""","=""L1171""",
Fe,1,"=""410.07376""","=""0.00005""","=""410.073752""","=""0.000024""","=""10000""","=""2.92e+04""",A,"=""6928.268""","=""31307.245""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""",11,9,,"=""T3548""","=""L11631""",
Fe,1,"=""410.12608""","=""0.00005""","=""410.126090""","=""0.000024""","=""1150""","=""2.6e+06""",D,"=""27394.691""","=""51770.557""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""3""",7,7,,"=""T2491n""","=""L11631""",
Fe,1,"=""410.1685""","=""0.0003""","=""410.16853""","=""0.00004""","=""214""","=""3.9e+05""",E,"=""20037.816""","=""44411.160""","=""3d6.4s2""","=""a 3P2""","=""0""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""1""",1,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""410.3037""","=""0.0012""","=""410.3038""","=""0.0007""","=""1500""","=""2.6e+07""",C+,"=""198333.92""","=""222699.23""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5F""","=""5""",13,11,,"=""u44""","=""L1171""",
Fe,3,"=""410.351""","=""0.003""","=""410.3524""","=""0.0007""","=""84h*""","=""2.1e+07""",C,"=""198336.81""","=""222699.23""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5F""","=""5""",11,11,,"=""u44""","=""L1171""",
Fe,1,"=""410.4940""","=""0.0003""","=""410.494274""","=""0.000024""","=""158""","=""2.6e+05""",D,"=""26874.550""","=""51228.553""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""5""",11,11,,"=""T2578n""","=""L11631""",
Fe,3,"=""410.5473""","=""0.0012""","=""410.5481""","=""0.0010""","=""220""","=""9.38e+07""",B,"=""199700.93""","=""224051.74""","=""3d5.(4G).5p""","=""3H*""","=""4""","=""3d5.(4G).6s""","=""3G""","=""3""",9,7,,"=""u44""","=""L1171""",
Fe,1,"=""410.62585""","=""0.00013""","=""410.625858""","=""0.000024""","=""930""","=""3.3e+05""",E,"=""20874.482""","=""45220.681""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",7,7,,"=""T2578n""","=""L11631""",
Fe,1,"=""410.64226""","=""0.00005""","=""410.642219""","=""0.000024""","=""930""","=""2.52e+06""",C+,"=""27394.691""","=""51739.920""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",7,5,,"=""T5720""","=""L11631""",
Fe,1,"=""410.74881""","=""0.00005""","=""410.748817""","=""0.000024""","=""14500""","=""1.74e+07""",B,"=""22838.323""","=""47177.234""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""410.8133""","=""0.0003""","=""410.812992""","=""0.000024""","=""158""","=""3.5e+05""",E,"=""26140.179""","=""50475.288""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",7,9,,"=""T2578n""","=""L11631""",
Fe,1,"=""410.90558""","=""0.00005""","=""410.905627""","=""0.000024""","=""950""","=""3.62e+06""",C,"=""26550.479""","=""50880.102""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",1,3,,"=""T5720""","=""L11631""",
Fe,3,"=""410.909""","=""0.003""","=""410.9128""","=""0.0012""","=""56bl(Fe I)""","=""5.27e+07""",B,"=""205092.61""","=""229421.81""","=""3d5.(4D).5p""","=""5F*""","=""4""","=""3d5.(4D).6s""","=""5D""","=""4""",9,9,,"=""u44""","=""L1171""",
Fe,1,"=""410.98015""","=""0.00005""","=""410.980156""","=""0.000024""","=""11500""","=""1.51e+07""",B,"=""22946.816""","=""47272.027""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,1,"=""411.23182""","=""0.00014""","=""411.231852""","=""0.000024""","=""580""","=""1.5e+06""",D,"=""27394.691""","=""51705.014""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,2,"=""""","=""""","=""411.24336""","=""0.00005""","=""""","=""1.18e-02""",D,"=""13904.8604""","=""38214.503""","=""3d7""","=""a 4P""","=""1/2""","=""3d6.(1D2).4s""","=""c 2D""","=""3/2""",2,4,M1+E2,"=""T8961""","=""""",
Fe,1,"=""411.29586""","=""0.00005""","=""411.29584""","=""0.00004""","=""1120""","=""1.1e+07""",D,"=""33695.397""","=""58001.938""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""6""",11,13,,"=""T2491n""","=""L11631""",
Fe,1,"=""411.44447""","=""0.00005""","=""411.444464""","=""0.000024""","=""5200""","=""3.92e+06""",C+,"=""22838.323""","=""47136.084""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,2,"=""411.4475""","=""""","=""411.447509""","=""0.000024""","="":""","=""1.55e-01""",C+,"=""1872.5998""","=""26170.1810""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""",10,12,E2,"=""T10588,T7504c108""","=""L22745,L22747""",
Fe,1,"=""411.49374""","=""0.00014""","=""411.493764""","=""0.000024""","=""740""","=""1.57e+06""",C+,"=""27166.820""","=""51461.670""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,3,"=""411.8401""","=""0.0012""","=""411.8389""","=""0.0008""","=""490""","=""1.02e+08""",B,"=""198336.81""","=""222611.30""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5H""","=""5""",11,11,,"=""u44""","=""L1171""",
Fe,1,"=""411.85447""","=""0.00005""","=""411.85443""","=""0.00004""","=""47900""","=""4.96e+07""",B,"=""28819.954""","=""53093.529""","=""3d7.(2H).4s""","=""a 1H""","=""5""","=""3d7.(2H).4p""","=""1I*""","=""6""",11,13,,"=""T5720""","=""L11631""",
Fe,3,"=""411.8716""","=""0.0012""","=""411.8722""","=""0.0008""","=""720""","=""9.89e+07""",B,"=""198338.77""","=""222611.30""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5H""","=""5""",9,11,,"=""u44""","=""L1171""",
Fe,3,"=""411.8866""","=""0.0012""","=""411.8864""","=""0.0008""","=""490""","=""1.75e+08""",B,"=""198333.71""","=""222605.40""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5H""","=""3""",5,7,,"=""u44""","=""L1171""",
Fe,1,"=""411.88865""","=""0.00014""","=""411.888540""","=""0.000024""","=""282""","=""1.9e+06""",E,"=""26339.696""","=""50611.261""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",5,7,,"=""T2578n""","=""L11631""",
Fe,3,"=""411.936""","=""0.003""","=""411.936""","=""0.003""","=""490w*""","=""9.04e+07""",B,"=""198337.17""","=""222605.95""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5H""","=""4""",7,9,,"=""u44""","=""L1171""",
Fe,3,"=""411.936""","=""0.003""","=""411.9361""","=""0.0010""","=""490w*""","=""8.46e+07""",B,"=""198333.92""","=""222602.68""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5H""","=""6""",13,13,,"=""u44""","=""L1171""",
Fe,3,"=""411.9858""","=""0.0018""","=""411.9852""","=""0.0010""","=""1000w""","=""1.22e+08""",B,"=""198336.81""","=""222602.68""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5H""","=""6""",11,13,,"=""u44""","=""L1171""",
Fe,1,"=""412.02062""","=""0.00005""","=""412.020628""","=""0.000024""","=""6500""","=""1.93e+06""",B,"=""24118.819""","=""48382.603""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d7.(2G).4p""","=""z 1H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,3,"=""412.090""","=""0.003""","=""412.0900""","=""0.0010""","=""2800bl(He I)""","=""9.63e+07""",B,"=""166144.81""","=""190404.51""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).5d""","=""7D""","=""3""",5,7,,"=""u44""","=""L1171""",
Fe,2,"=""""","=""""","=""412.09577""","=""0.00005""","=""""","=""1.7e-03""",E,"=""13904.8604""","=""38164.220""","=""3d7""","=""a 4P""","=""1/2""","=""3d6.(1D2).4s""","=""c 2D""","=""5/2""",2,6,E2,"=""T8961""","=""""",
Fe,3,"=""412.1345""","=""0.0012""","=""412.1338""","=""0.0008""","=""720""","=""1.61e+08""",B,"=""198333.92""","=""222591.04""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5H""","=""7""",13,15,,"=""u44""","=""L1171""",
Fe,1,"=""412.18024""","=""0.00005""","=""412.180229""","=""0.000024""","=""5900""","=""1.99e+06""",B,"=""22838.323""","=""47092.712""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,3,"=""412.2025""","=""0.0012""","=""412.2023""","=""0.0009""","=""3300""","=""2.24e+08""",B,"=""166144.81""","=""190397.90""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).5d""","=""7D""","=""2""",5,5,,"=""u44""","=""L1171""",
Fe,1,"=""412.25152""","=""0.00005""","=""412.251533""","=""0.000024""","=""4790""","=""3.23e+06""",B,"=""22946.816""","=""47197.010""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",3,5,,"=""T5720""","=""L11631""",
Fe,2,"=""412.2638""","=""0.0015""","=""412.265907""","=""0.000014""","=""130""","=""3.e+04""",E,"=""20830.5534""","=""45079.9019""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",6,6,,"=""T6892c83""","=""L7357""",
Fe,3,"=""412.2780""","=""0.0018""","=""412.2788""","=""0.0017""","=""3300p""","=""3.36e+08""",B,"=""166144.81""","=""190393.4""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).5d""","=""7D""","=""1""",5,3,,"=""u44""","=""L1171""",
Fe,3,"=""412.300""","=""0.003""","=""412.3006""","=""0.0024""","=""87hp""","=""7.6e+07""",C+,"=""202200.67""","=""226447.98""","=""3d5.(4P).5p""","=""5P*""","=""3""","=""3d5.(4P).6s""","=""5P""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,1,"=""412.37280""","=""0.00005""","=""412.372797""","=""0.000024""","=""3390""","=""6.04e+05""",B,"=""24118.819""","=""48361.882""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,2,"=""412.4793""","=""0.0015""","=""412.478262""","=""0.000024""","=""26""","=""3.e+03""",E,"=""20516.9534""","=""44753.8179""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L7357""",
Fe,1,"=""412.5617""","=""0.0003""","=""412.56199""","=""0.00005""","=""363bl""","=""9.9e+06""",E,"=""34039.516""","=""58271.462""","=""3d7.(4F).4p""","=""y 5F*""","=""4""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""5""",9,11,,"=""T2578n""","=""L11631""",
Fe,1,"=""412.58801""","=""0.00005""","=""412.588004""","=""0.000024""","=""910""","=""7.96e+05""",C,"=""22946.816""","=""47177.234""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""u 5D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,1,"=""412.61824""","=""0.00005""","=""412.618265""","=""0.000024""","=""2880""","=""4.2e+06""",D,"=""26874.550""","=""51103.191""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""5""",11,11,,"=""T2578n""","=""L11631""",
Fe,3,"=""412.6518""","=""0.0020""","=""412.6552""","=""0.0012""","=""360""","=""1.15e+08""",B,"=""205195.34""","=""229421.81""","=""3d5.(4D).5p""","=""5F*""","=""5""","=""3d5.(4D).6s""","=""5D""","=""4""",11,9,,"=""u44""","=""L1171""",
Fe,1,"=""412.6854""","=""0.0003""","=""412.68514""","=""0.00004""","=""240""","=""1.3e+06""",D,"=""22946.816""","=""47171.531""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""u 5D*""","=""0""",3,1,,"=""T2578n""","=""L11631""",
Fe,3,"=""412.6996""","=""0.0012""","=""412.6992""","=""0.0010""","=""340""","=""1.3e+07""",D+,"=""202282.81""","=""226506.70""","=""3d5.(4P).5p""","=""5P*""","=""2""","=""3d5.(4P).6s""","=""5P""","=""1""",5,3,,"=""u44""","=""L1171""",
Fe,1,"=""412.76075""","=""0.00005""","=""412.760758""","=""0.000024""","=""11000""","=""1.43e+07""",B,"=""23051.750""","=""47272.027""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",1,3,,"=""T5720""","=""L11631""",
Fe,2,"=""412.8735""","=""0.0015""","=""412.873929""","=""0.000014""","=""80""","=""2.6e+04""",E,"=""20830.5534""","=""45044.1916""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(5D).4p""","=""z 4D*""","=""3/2""",6,4,,"=""T6892c83""","=""L7357""",
Fe,1,"=""412.9461""","=""0.0003""","=""412.946006""","=""0.000024""","=""234""","=""6.5e+05""",E,"=""27394.691""","=""51604.103""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""3""",7,7,,"=""T2578n""","=""L11631""",
Fe,2,"=""""","=""""","=""413.15048""","=""0.00003""","=""""","=""8.2e-03""",D+,"=""3117.4877""","=""27314.9183""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""",4,8,E2,"=""T8961""","=""""",
Fe,1,"=""413.20579""","=""0.00005""","=""413.205785""","=""0.000024""","=""224000""","=""1.18e+07""",B+,"=""12968.554""","=""37162.746""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""413.28989""","=""0.00005""","=""413.289900""","=""0.000024""","=""11700""","=""7.70e+06""",B,"=""22946.816""","=""47136.084""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
Fe,1,"=""413.38554""","=""0.00005""","=""413.385535""","=""0.000024""","=""1620""","=""2.12e+06""",C+,"=""27166.820""","=""51350.492""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,3,"=""413.4268""","=""0.0018""","=""413.4247""","=""0.0010""","=""750w""","=""1.3e+07""",D+,"=""202200.67""","=""226382.05""","=""3d5.(4P).5p""","=""5P*""","=""3""","=""3d5.(4P).6s""","=""5P""","=""3""",7,7,,"=""u44""","=""L1171""",
Fe,1,"=""413.43360""","=""0.00005""","=""413.433575""","=""0.000017""","=""1170""","=""1.06e+03""",C+,"=""0.000""","=""24180.862""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""",9,7,,"=""T5720""","=""L11631""",
Fe,1,"=""413.4420""","=""0.0003""","=""413.441953""","=""0.000024""","=""1410bl*""","=""2.62e+06""",C+,"=""24335.766""","=""48516.138""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""413.46773""","=""0.00005""","=""413.467722""","=""0.000024""","=""26900""","=""1.25e+07""",C+,"=""22838.323""","=""47017.188""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""413.65211""","=""0.00014""","=""413.652047""","=""0.000024""","=""620""","=""1.32e+06""",C,"=""27166.820""","=""51334.911""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""413.69974""","=""0.00005""","=""413.699755""","=""0.000024""","=""9300""","=""2.75e+07""",B,"=""27543.003""","=""51708.307""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d7.(2P).4p""","=""y 1D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
Fe,3,"=""413.7133""","=""0.0012""","=""413.7128""","=""0.0010""","=""1000""","=""2.24e+08""",B,"=""198658.96""","=""222823.50""","=""3d5.(4G).5p""","=""5H*""","=""3""","=""3d5.(4G).5d""","=""5I""","=""4""",7,9,,"=""u44""","=""L1171""",
Fe,3,"=""413.7762""","=""0.0012""","=""413.7762""","=""0.0010""","=""7400""","=""2.07e+08""",B,"=""166252.93""","=""190413.77""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).5d""","=""7D""","=""4""",7,9,,"=""u44""","=""L1171""",
Fe,3,"=""413.9349""","=""0.0012""","=""413.9348""","=""0.0009""","=""4200""","=""2.07e+08""",B,"=""166252.93""","=""190404.51""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).5d""","=""7D""","=""3""",7,7,,"=""u44""","=""L1171""",
Fe,1,"=""413.99270""","=""0.00005""","=""413.992679""","=""0.000024""","=""2950""","=""1.83e+04""",A,"=""7985.785""","=""32133.991""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""",5,5,,"=""T3548""","=""L11631""",
Fe,3,"=""414.0481""","=""0.0012""","=""414.0482""","=""0.0009""","=""1600""","=""1.10e+08""",B,"=""166252.93""","=""190397.90""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).5d""","=""7D""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,1,"=""414.18630""","=""0.00005""","=""414.18628""","=""0.00004""","=""2400""","=""6.57e+05""",B,"=""24338.767""","=""48475.686""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,1,"=""414.2589""","=""0.0003""","=""414.25874""","=""0.00005""","=""282""","=""7.5e+06""",E,"=""34692.148""","=""58824.845""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""2""",3,5,,"=""T2578n""","=""L11631""",
Fe,3,"=""414.2638""","=""0.0018""","=""414.2644""","=""0.0010""","=""320w""","=""2.8e+07""",C+,"=""199139.93""","=""223272.30""","=""3d5.(4G).5p""","=""5F*""","=""5""","=""3d5.(4G).6s""","=""5G""","=""6""",11,13,,"=""u44""","=""L1171""",
Fe,1,"=""414.34143""","=""0.00005""","=""414.341445""","=""0.000024""","=""63000""","=""2.70e+07""",B,"=""24574.655""","=""48702.535""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""414.38678""","=""0.00005""","=""414.386752""","=""0.000024""","=""363000""","=""1.33e+07""",B+,"=""12560.934""","=""36686.176""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""414.5199""","=""0.0003""","=""414.51993""","=""0.00004""","=""240""","=""7.8e+04""",E,"=""21715.732""","=""45833.223""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",11,9,,"=""T2578n""","=""L11631""",
Fe,3,"=""414.5641""","=""0.0012""","=""414.5645""","=""0.0009""","=""1500""","=""2.35e+08""",B,"=""198717.71""","=""222832.61""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).5d""","=""5I""","=""5""",9,11,,"=""u44""","=""L1171""",
Fe,1,"=""414.60639""","=""0.00005""","=""414.606405""","=""0.000024""","=""3240""","=""3.78e+05""",C+,"=""24118.819""","=""48231.280""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,2,"=""414.6651""","=""""","=""414.665147""","=""0.000023""","="":""","=""6.8e-03""",C,"=""1872.5998""","=""25981.6451""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""",10,8,E2,"=""T9588c100""","=""L22760""",
Fe,3,"=""414.717""","=""0.003""","=""414.7211""","=""0.0012""","=""130w""","=""1.4e+07""",D+,"=""198717.71""","=""222823.50""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).5d""","=""5I""","=""4""",9,9,,"=""u44""","=""L1171""",
Fe,1,"=""414.76687""","=""0.00005""","=""414.766863""","=""0.000024""","=""6900""","=""4.36e+05""",A,"=""11976.239""","=""36079.372""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""3""",9,7,,"=""T3831""","=""L11631""",
Fe,3,"=""414.832""","=""0.003""","=""414.8299""","=""0.0010""","=""140*""","=""3.1e+07""",C,"=""198658.96""","=""222758.43""","=""3d5.(4G).5p""","=""5H*""","=""3""","=""3d5.(4G).5d""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,3,"=""414.832""","=""0.003""","=""414.8339""","=""0.0012""","=""140*""","=""4.0e+07""",C+,"=""202282.81""","=""226382.05""","=""3d5.(4P).5p""","=""5P*""","=""2""","=""3d5.(4P).6s""","=""5P""","=""3""",5,7,,"=""u44""","=""L1171""",
Fe,3,"=""414.875""","=""0.003""","=""414.8769""","=""0.0009""","=""320w*""","=""2.4e+07""",C+,"=""199212.86""","=""223309.60""","=""3d5.(4G).5p""","=""5F*""","=""4""","=""3d5.(4G).6s""","=""5G""","=""5""",9,11,,"=""u44""","=""L1171""",
Fe,2,"=""""","=""""","=""414.91110""","=""0.00003""","=""""","=""1.09e-03""",E,"=""2837.9807""","=""26932.7348""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""",6,2,E2,"=""T9588c100""","=""""",
Fe,1,"=""414.93648""","=""0.00005""","=""414.936469""","=""0.000024""","=""3720""","=""4.23e+06""",C,"=""26874.550""","=""50967.831""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""6""",11,13,,"=""T5720""","=""L11631""",
Fe,1,"=""415.02488""","=""0.00005""","=""415.024873""","=""0.000024""","=""1410""","=""7.7e+06""",D,"=""27666.348""","=""51754.497""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""1""",3,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""415.216""","=""0.003""","=""415.2202""","=""0.0012""","=""530bl(Fe I)""","=""8.e+06""",D+,"=""206180.52""","=""230257.34""","=""3d5.(4D).5p""","=""3D*""","=""3""","=""3d5.(4D).6s""","=""3D""","=""2""",7,5,,"=""u44""","=""L1171""",
Fe,1,"=""415.21689""","=""0.00005""","=""415.216867""","=""0.000024""","=""7800""","=""3.24e+04""",A,"=""7728.060""","=""31805.071""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""",7,7,,"=""T3548""","=""L11631""",
Fe,1,"=""""","=""""","=""415.372136""","=""0.000024""","=""""","=""1.6e-02""",E,"=""704.007""","=""24772.018""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(2P).4s""","=""c 3P""","=""1""",5,3,M1,"=""T6409""","=""""",
Fe,1,"=""415.38994""","=""0.00005""","=""415.389948""","=""0.000024""","=""12300""","=""2.05e+07""",B+,"=""27394.691""","=""51461.670""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""415.44984""","=""0.00005""","=""415.449849""","=""0.000024""","=""18600""","=""2.64e+07""",B,"=""22838.323""","=""46901.832""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""415.48052""","=""0.00005""","=""415.480514""","=""0.000024""","=""10500""","=""1.40e+07""",B,"=""27166.820""","=""51228.553""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,3,"=""415.4963""","=""0.0012""","=""415.4966""","=""0.0012""","=""2000""","=""2.49e+08""",B,"=""198774.09""","=""222834.89""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5I""","=""6""",11,13,,"=""u44""","=""L1171""",
Fe,3,"=""415.534""","=""0.003""","=""415.5360""","=""0.0010""","=""130hp""","=""1.5e+07""",C,"=""198774.09""","=""222832.61""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5I""","=""5""",11,11,,"=""u44""","=""L1171""",
